Class,Manufacturer,carline name,displ,cyl,trans,drv,cty,hwy,cmb,ucty,uhwy,ucmb,fl,G,T,S,2pv,2lv,4pv,4lv,hpv,hlv,fcost,eng dscr,trans dscr
SUBCOMPACT CARS,NISSAN,SENTRA/200SX,1.6,4,Auto(L4),F,27,36,30,29.7,46.1387,35.371,R,,,,84,10,87,11,,,624,,CLKUP
SUBCOMPACT CARS,NISSAN,SENTRA/200SX,1.6,4,Manual(M5),F,29,39,33,32.5205,49.4613,38.4461,R,,,,84,10,87,11,,,568,,
SUBCOMPACT CARS,NISSAN,SENTRA/200SX,2.0,4,Auto(L4),F,23,30,26,25.5499,37.9,29.9403,R,,,,84,10,87,11,,,722,,CLKUP
SUBCOMPACT CARS,NISSAN,SENTRA/200SX,2.0,4,Manual(M5),F,23,31,26,25.2532,39.1535,30.0547,R,,,,84,10,87,11,,,722,,
SUBCOMPACT CARS,PONTIAC,FIREBIRD/FORMULA,3.8,6,Auto(L4),R,19,29,22,21.0196,36.9132,26.071,R,,,,,,,,84,13,853,,CLKUP
SUBCOMPACT CARS,PONTIAC,FIREBIRD/FORMULA,3.8,6,Manual(M5),R,19,30,23,21.3803,38.8143,26.7965,R,,,,,,,,84,13,816,,
SUBCOMPACT CARS,PONTIAC,FIREBIRD/FORMULA,5.7,8,Auto(L4),R,18,24,20,19.4585,30.9828,23.3702,P,,,,,,,,84,13,1050,,CLKUP
SUBCOMPACT CARS,PONTIAC,FIREBIRD/FORMULA,5.7,8,Manual(M6),R,17,26,21,19.2652,33.8297,23.8944,P,,,,,,,,84,13,1000,,
SUBCOMPACT CARS,PONTIAC,SUNFIRE,2.2,4,Auto(A3),F,23,29,26,25.8,37.5,30.014,R,,,,85,11,92,13,,,722,,
SUBCOMPACT CARS,PONTIAC,SUNFIRE,2.2,4,Auto(L4),F,23,31,26,25.7028,39.7888,30.5734,R,,,,85,11,92,13,,,722,,CLKUP
SUBCOMPACT CARS,PONTIAC,SUNFIRE,2.2,4,Manual(M5),F,24,34,28,26.6,43.6,32.2604,R,,,,85,11,92,13,,,669,,SIL
SUBCOMPACT CARS,PONTIAC,SUNFIRE,2.4,4,Auto(L4),F,22,32,26,24.5052,41.5,30.0412,R,,,,85,11,92,13,,,722,,CLKUP
SUBCOMPACT CARS,PONTIAC,SUNFIRE,2.4,4,Manual(M5),F,23,33,26,25.1,42.5,30.7687,R,,,,85,11,92,13,,,722,,SIL
SUBCOMPACT CARS,SAAB,SAAB 900 CONVERTIBLE,2.0,4,Auto(L4),F,19,24,21,20.8,31.3,24.4982,R,,T,,80,13,,,,,892,B204L3,2MODE
SUBCOMPACT CARS,SAAB,SAAB 900 CONVERTIBLE,2.0,4,Manual(M5),F,22,28,24,24.6,35.7,28.6019,R,,,,80,13,,,,,782,B234I3,SIL
SUBCOMPACT CARS,SAAB,SAAB 900 CONVERTIBLE,2.0,4,Manual(M5),F,20,27,23,22.4,35.1,26.7565,R,,T,,80,13,,,,,816,B2O4L3,SIL
SUBCOMPACT CARS,SAAB,SAAB 900 CONVERTIBLE,2.3,4,Auto(L4),F,20,26,22,22.4,33.6,26.3529,R,,,,80,13,,,,,853,B234I3,2MODE
SUBCOMPACT CARS,SATURN,SC,1.9,4,Auto(L4),F,24,34,28,27.1548,43.2237,32.6102,R,,,,84,11,,,,,669,,CLKUP
SUBCOMPACT CARS,SATURN,SC,1.9,4,Auto(L4),F,27,37,31,29.9659,47.4712,35.9277,R,,,,84,11,,,,,606,,CLKUP
SUBCOMPACT CARS,SATURN,SC,1.9,4,Manual(M5),F,26,36,30,28.6986,46.0497,34.5582,R,,,,84,11,,,,,624,,SIL
SUBCOMPACT CARS,SATURN,SC,1.9,4,Manual(M5),F,28,39,32,31.1987,50.3379,37.6385,R,,,,84,11,,,,,585,,SIL
SUBCOMPACT CARS,SUBARU,IMPREZA AWD,2.2,4,Auto(L4),4,23,30,26,25.823,37.8344,30.127,R,,,,84,11,84,11,,,722,,
SUBCOMPACT CARS,SUBARU,IMPREZA AWD,2.2,4,Manual(M5),4,23,30,25,25.0748,37.8826,29.5743,R,,,,84,11,84,11,,,750,,
SUBCOMPACT CARS,SUBARU,IMPREZA AWD,2.5,4,Auto(L4),4,22,28,24,23.9,35.285,27.9597,R,,,,84,11,84,11,,,782,,
SUBCOMPACT CARS,SUBARU,IMPREZA AWD,2.5,4,Manual(M5),4,22,28,24,23.9,35.8,28.1038,R,,,,84,11,84,11,,,782,,
SUBCOMPACT CARS,SUZUKI,ESTEEM,1.6,4,Auto(L4),F,27,34,30,30.2,43.4,34.9888,R,,,,,,86,12,,,624,,
SUBCOMPACT CARS,SUZUKI,ESTEEM,1.6,4,Manual(M5),F,30,37,33,33.6,47.1,38.5755,R,,,,,,86,12,,,568,,
SUBCOMPACT CARS,SUZUKI,SWIFT,1.3,4,Auto(A3),F,30,34,32,33.4745,44.0837,37.54,R,,,,,,82,10,81,8,585,,
SUBCOMPACT CARS,SUZUKI,SWIFT,1.3,4,Manual(M5),F,39,43,41,43.2225,54.9276,47.8069,R,,,,,,82,10,81,8,458,,SIL
SUBCOMPACT CARS,TOYOTA,CELICA,2.2,4,Auto(L4),F,22,28,24,24.3524,36.5175,28.6469,R,,,,78,10,,,77,16,782,,CLKUP
SUBCOMPACT CARS,TOYOTA,CELICA,2.2,4,Manual(M5),F,22,28,24,24.342,35.6032,28.3816,R,,,,78,10,,,77,16,782,,
SUBCOMPACT CARS,TOYOTA,TERCEL,1.5,4,Auto(L3),F,29,33,31,32.7,42.2,36.386,R,,,,81,9,80,9,,,606,,
SUBCOMPACT CARS,TOYOTA,TERCEL,1.5,4,Auto(L4),F,30,37,33,32.9,47.7,38.239,R,,,,81,9,80,9,,,568,,
SUBCOMPACT CARS,TOYOTA,TERCEL,1.5,4,Manual(M5),F,31,39,34,34.6841,49.3858,40.0491,R,,,,81,9,80,9,,,551,,
SUBCOMPACT CARS,VOLKSWAGEN,CABRIO,2.0,4,Auto(L4),F,22,29,24,24.1323,36.5449,28.4863,R,,,,82,8,,,,,782,,CLKUP
SUBCOMPACT CARS,VOLKSWAGEN,CABRIO,2.0,4,Manual(M5),F,24,31,26,26.121,39.7864,30.8963,R,,,,82,8,,,,,722,,
SUBCOMPACT CARS,VOLKSWAGEN,NEW BEETLE,1.9,4,Auto(L4),F,34,44,38,38.1,55.9,44.4725,D,,T,,,,,,87,12,473,,CLKUP
SUBCOMPACT CARS,VOLKSWAGEN,NEW BEETLE,1.9,4,Manual(M5),F,41,48,44,45.4,62,51.6193,D,,T,,,,,,87,12,409,,
SUBCOMPACT CARS,VOLKSWAGEN,NEW BEETLE,2.0,4,Auto(L4),F,22,27,24,23.9,34.1,27.6174,R,,,,,,,,87,12,782,,CLKUP
SUBCOMPACT CARS,VOLKSWAGEN,NEW BEETLE,2.0,4,Manual(M5),F,23,29,26,25.8,37.7,30.0714,R,,,,,,,,87,12,722,,
SUBCOMPACT CARS,VOLVO,C70 CONVERTIBLE,2.3,5,Auto(L4),F,18,25,21,20.1633,32.5155,24.3209,P,,T,,88,8,,,,,1000,,2MODE CLKUP
SUBCOMPACT CARS,VOLVO,C70 CONVERTIBLE,2.3,5,Manual(M5),F,18,26,21,20.5468,32.7487,24.6858,P,,T,,88,8,,,,,1000,,
SUBCOMPACT CARS,VOLVO,C70 CONVERTIBLE,2.4,5,Auto(L4),F,19,26,21,20.7429,32.73,24.8361,P,,T,,88,8,,,,,1000,,2MODE CLKUP
COMPACT CARS,ACURA,2.5TL/3.2TL,2.5,5,Auto(L4),F,20,25,22,21.8,32.1,25.479,P,,,,,,92,14,,,956,SOHC L-5,CLKUP
COMPACT CARS,ACURA,2.5TL/3.2TL,3.2,6,Auto(L4),F,19,24,21,20.7,30.3,24.142,P,,,,,,92,14,,,1000,SOHC V-6,CLKUP
COMPACT CARS,AUDI,A4,1.8,4,Auto(L5),F,21,31,24,22.9593,40.0868,28.4244,P,,T,,,,88,14,,,876,,CLKUP
COMPACT CARS,AUDI,A4,1.8,4,Manual(M5),F,23,32,26,25.5,40.7,30.6512,P,,T,,,,88,14,,,808,,
COMPACT CARS,AUDI,A4,2.8,6,Auto(L5),F,18,29,22,20.1794,37.4496,25.4636,P,,,,,,88,14,,,956,,CLKUP
COMPACT CARS,AUDI,A4,2.8,6,Manual(M5),F,20,29,23,22.4,37.4,27.3331,P,,,,,,88,14,,,914,,
COMPACT CARS,AUDI,A4 QUATTRO,1.8,4,Auto(L5),4,19,27,22,21.5471,35.1984,26.1027,P,,T,,,,88,14,,,956,,CLKUP
COMPACT CARS,AUDI,A4 QUATTRO,1.8,4,Manual(M5),4,21,29,24,23.7,37.4,28.3778,P,,T,,,,88,14,,,876,,
COMPACT CARS,AUDI,A4 QUATTRO,2.8,6,Auto(L5),4,17,27,21,19.4283,34.9482,24.2804,P,,,,,,88,14,,,1000,,CLKUP
COMPACT CARS,AUDI,A4 QUATTRO,2.8,6,Manual(M5),4,19,27,22,21.3655,34.2658,25.7234,P,,,,,,88,14,,,956,,
COMPACT CARS,BENTLEY,BENTLEY CONTINENTAL R,6.7,8,Auto(L4),R,11,16,13,12.3846,20.3127,15.0232,P,G,T,,89,12,,,,,1615,L410MT2,EMS 2MODE CLKUP
COMPACT CARS,BMW,318TI,1.9,4,Auto(L4),R,22,31,26,24.966,39.1636,29.8327,R,,,,,,,,87,15,722,,
COMPACT CARS,BMW,318TI,1.9,4,Manual(M5),R,23,32,26,25.7315,41.0884,30.9343,R,,,,,,,,87,15,722,,
COMPACT CARS,BMW,528I,2.8,6,Auto(L4),R,18,26,21,20.4924,33.4147,24.81,R,,,,,,93,11,,,892,,
COMPACT CARS,BMW,528I,2.8,6,Manual(M5),R,20,28,23,21.821,36.5059,26.644,R,,,,,,93,11,,,816,,
COMPACT CARS,BMW,540I,4.4,8,Auto(L5),R,18,24,20,19.4928,30.8929,23.3743,R,,,,,,93,11,,,938,,
COMPACT CARS,BMW,540I,4.4,8,Manual(M6),R,15,24,18,16.9,30.1499,21.066,R,G,,,,,93,11,,,1042,,
COMPACT CARS,BUICK,SKYLARK,2.4,4,Auto(L4),F,22,32,26,24.5344,41.5002,30.0654,R,,,,87,13,87,13,,,722,,CLKUP
COMPACT CARS,BUICK,SKYLARK,3.1,6,Auto(L4),F,20,29,23,21.9571,37.2393,26.9303,R,,,,87,13,87,13,,,816,,CLKUP
COMPACT CARS,CHEVROLET,PRIZM,1.8,4,Auto(L3),F,28,33,30,30.957,41.9033,35.0808,R,,,,,,88,12,,,624,,
COMPACT CARS,CHEVROLET,PRIZM,1.8,4,Auto(L4),F,28,36,31,31.6209,45.6812,36.7048,R,,,,,,88,12,,,606,,
COMPACT CARS,CHEVROLET,PRIZM,1.8,4,Manual(M5),F,31,37,33,34.2666,47.9643,39.3196,R,,,,,,88,12,,,568,,
COMPACT CARS,CHRYSLER,CHRYSLER SEBRING,2.0,4,Auto(L4),F,21,30,24,23.2987,37.9467,28.1966,R,,,,91,12,,,,,782,DOHC,
COMPACT CARS,CHRYSLER,CHRYSLER SEBRING,2.0,4,Auto(L4),F,21,30,24,23.2987,37.9467,28.1966,R,,,,91,12,,,,,782,DOHC,
COMPACT CARS,CHRYSLER,CHRYSLER SEBRING,2.0,4,Manual(M5),F,22,31,25,24.0996,40.191,29.3958,R,,,,91,12,,,,,750,DOHC,
COMPACT CARS,CHRYSLER,CHRYSLER SEBRING,2.0,4,Manual(M5),F,22,31,25,24.0996,40.191,29.3958,R,,,,91,12,,,,,750,DOHC,
COMPACT CARS,CHRYSLER,CHRYSLER SEBRING,2.5,6,Auto(L4),F,19,28,22,21.6992,35.4121,26.2784,R,,,,91,12,,,,,853,SOHC,
COMPACT CARS,CHRYSLER,CHRYSLER SEBRING,2.5,6,Auto(L4),F,19,28,22,21.6992,35.4121,26.2784,R,,,,91,12,,,,,853,SOHC,
COMPACT CARS,CHRYSLER,JX/JXI/LIMITED CONV.,2.4,4,Auto(L4),F,21,30,24,23.0969,38.8536,28.2528,R,,,,89,11,,,,,782,,CLKUP
COMPACT CARS,CHRYSLER,JX/JXI/LIMITED CONV.,2.5,6,Auto(L4),F,19,29,23,21.5,36.7,26.425,R,,,,89,11,,,,,816,,VMODE CLKUP
COMPACT CARS,CHRYSLER,JX/JXI/LIMITED CONV.,2.5,6,Auto(L4),F,19,28,22,21.1628,35.47,25.856,R,,,,89,11,,,,,853,,CLKUP
COMPACT CARS,DAEWOO,LANOS,1.5,4,Auto(A4),F,24,37,28,26.5,46.1,32.7696,R,,,,91,11,91,11,91,12,669,SOHC-IL4,EMS
COMPACT CARS,DAEWOO,LANOS,1.5,4,Manual(M5),F,26,36,30,29.1,45.8,34.8121,R,,,,91,11,91,11,91,12,624,SOHC-IL4,
COMPACT CARS,DAEWOO,LANOS,1.6,4,Auto(A4),F,23,34,27,26.2103,43.6821,31.9634,R,,,,91,11,91,11,91,12,694,DOHC-IL4,EMS
COMPACT CARS,DAEWOO,LANOS,1.6,4,Manual(M5),F,26,36,30,28.1,46,34.0651,R,,,,91,11,91,11,91,12,647,DOHC-IL4,
COMPACT CARS,DAEWOO,NUBIRA,1.6,4,Auto(A4),F,25,34,28,26.2103,43.6821,31.9634,R,,,,,,91,12,91,11,694,DOHC-IL4,EMS
COMPACT CARS,DAEWOO,NUBIRA,1.6,4,Manual(M5),F,23,32,27,25.9,44,31.7836,R,,,,,,91,12,91,11,694,DOHC-IL4,
COMPACT CARS,DAEWOO,NUBIRA,2.0,4,Auto(A4),F,22,30,25,24.4,39.7,29.5194,R,,,,,,91,12,91,11,750,DOHC-IL4,EMS
COMPACT CARS,DAEWOO,NUBIRA,2.0,4,Manual(M5),F,22,31,26,24.8,40.9,30.1388,R,,,,,,91,12,91,11,722,DOHC-IL4,
COMPACT CARS,DODGE,DODGE AVENGER,2.0,4,Auto(L4),F,21,30,24,23.2987,37.9467,28.1966,R,,,,91,12,,,,,782,DOHC,
COMPACT CARS,DODGE,DODGE AVENGER,2.0,4,Auto(L4),F,21,30,24,23.2987,37.9467,28.1966,R,,,,91,12,,,,,782,DOHC,
COMPACT CARS,DODGE,DODGE AVENGER,2.0,4,Manual(M5),F,22,32,25,24.1794,40.6742,29.577,R,,,,91,12,,,,,750,DOHC,
COMPACT CARS,DODGE,DODGE AVENGER,2.0,4,Manual(M5),F,22,32,25,24.1794,40.6742,29.577,R,,,,91,12,,,,,750,DOHC,
COMPACT CARS,DODGE,DODGE AVENGER,2.5,6,Auto(L4),F,19,28,22,21.6992,35.4121,26.2784,R,,,,91,12,,,,,853,SOHC,
COMPACT CARS,DODGE,DODGE AVENGER,2.5,6,Auto(L4),F,19,28,22,21.6992,35.4121,26.2784,R,,,,91,12,,,,,853,SOHC,
COMPACT CARS,DODGE,NEON (DODGE),2.0,4,Auto(L3),F,24,33,27,26.2258,41.7589,31.4982,R,,,,91,11,90,11,,,694,,
COMPACT CARS,DODGE,NEON (DODGE),2.0,4,Manual(M5),F,29,41,33,32,52.6,38.8461,R,,,,91,11,90,11,,,568,,
COMPACT CARS,FORD,CONTOUR,2.0,4,Auto(L4),F,24,32,27,26.2546,41.641,31.4908,R,,,,,,89,14,,,694,,CLKUP
COMPACT CARS,FORD,CONTOUR,2.0,4,Manual(M5),F,24,35,28,27.1605,44.5067,32.9372,R,,,,,,89,14,,,669,,
COMPACT CARS,FORD,CONTOUR,2.5,6,Auto(L4),F,21,30,24,23.0177,38.5302,28.1106,R,,,,,,89,14,,,782,,CLKUP
COMPACT CARS,FORD,CONTOUR,2.5,6,Manual(M5),F,20,29,23,21.7296,37.0177,26.6898,R,,,,,,89,14,,,816,,
COMPACT CARS,FORD,ESCORT,2.0,4,Auto(L4),F,25,34,29,28.1428,43.4723,33.4509,R,,,,,,87,13,,,647,,CLKUP
COMPACT CARS,FORD,ESCORT,2.0,4,Manual(M5),F,28,38,32,31.3083,48.2378,37.1802,R,,,,,,87,13,,,585,,
COMPACT CARS,HYUNDAI,ACCENT,1.5,4,Auto(L4),F,27,35,30,29.5376,44.4938,34.8018,R,,,,,,88,13,,,624,,2MODE CLKUP
COMPACT CARS,HYUNDAI,ACCENT,1.5,4,Manual(M5),F,28,36,32,31.5503,46.6253,36.9224,R,,,,,,88,13,,,585,,
COMPACT CARS,HYUNDAI,ELANTRA,1.8,4,Auto(L4),F,22,30,25,24.7491,37.8499,29.3151,R,,,,,,93,12,,,750,,2MODE CLKUP
COMPACT CARS,HYUNDAI,ELANTRA,1.8,4,Manual(M5),F,24,32,27,27.0554,40.5668,31.8254,R,,,,,,93,12,,,694,,
COMPACT CARS,JAGUAR,JAGUAR XJ8,4.0,8,Auto(L5),R,17,24,20,19.3,30.4,23.0947,P,,,,,,94,12,,,1050,,EMS 2MODE
COMPACT CARS,JAGUAR,JAGUAR XJR,4.0,8,Auto(L5),R,16,21,18,18.0739,27.5541,21.3848,P,G,,S,,,94,12,,,1168,,EMS 2MODE
COMPACT CARS,KIA,KIA SEPHIA,1.8,4,Auto(L4),F,23,31,26,25.4,40.1,30.4178,R,,,,,,94,10,,,722,,2MODE CLKUP
COMPACT CARS,KIA,KIA SEPHIA,1.8,4,Manual(M5),F,24,31,27,27.2,39.3,31.5747,R,,,,,,94,10,,,694,,
COMPACT CARS,LEXUS,ES 300,3.0,6,Auto(L4),F,19,27,22,21.2959,34.2188,25.656,R,,,,,,92,13,,,853,,
COMPACT CARS,LINCOLN-MERCURY,MYSTIQUE,2.0,4,Auto(L4),F,24,32,27,26.2546,41.641,31.4908,R,,,,,,89,14,,,694,,CLKUP
COMPACT CARS,LINCOLN-MERCURY,MYSTIQUE,2.0,4,Manual(M5),F,24,35,28,27.1605,44.5067,32.9372,R,,,,,,89,14,,,669,,
COMPACT CARS,LINCOLN-MERCURY,MYSTIQUE,2.5,6,Auto(L4),F,21,30,24,23.0177,38.5302,28.1106,R,,,,,,89,14,,,782,,CLKUP
COMPACT CARS,LINCOLN-MERCURY,MYSTIQUE,2.5,6,Manual(M5),F,19,28,22,21.3654,36.1133,26.1757,R,,,,,,89,14,,,853,,
COMPACT CARS,LINCOLN-MERCURY,TRACER,2.0,4,Auto(L4),F,25,34,29,28.1428,43.4723,33.4509,R,,,,,,87,13,,,647,,CLKUP
COMPACT CARS,LINCOLN-MERCURY,TRACER,2.0,4,Manual(M5),F,28,38,32,31.3083,48.2378,37.1802,R,,,,,,87,13,,,585,,
COMPACT CARS,MAZDA,MILLENIA,2.3,6,Auto(L4),F,20,28,22,21.7,35.3,26.2512,P,,,S,,,94,13,,,956,,CLKUP
COMPACT CARS,MAZDA,MILLENIA,2.5,6,Auto(L4),F,20,27,22,21.7,34,25.9196,P,,,,,,94,13,,,956,,CLKUP
COMPACT CARS,MAZDA,PROTEGE,1.5,4,Auto(L4),F,25,32,28,28.0958,41.5706,32.8938,R,,,,,,95,13,,,669,,CLKUP
COMPACT CARS,MAZDA,PROTEGE,1.5,4,Manual(M5),F,30,37,33,33.1876,46.828,38.1941,R,,,,,,95,13,,,568,,
COMPACT CARS,MAZDA,PROTEGE,1.8,4,Auto(L4),F,23,30,26,25.3,38.4,29.8883,R,,,,,,95,13,,,722,,CLKUP
COMPACT CARS,MAZDA,PROTEGE,1.8,4,Manual(M5),F,26,32,29,29.2,41.2,33.6045,R,,,,,,95,13,,,647,,
COMPACT CARS,MERCEDES-BENZ,C230,2.3,4,Auto(L5),R,23,30,26,25.8,39,30.4356,P,,,,,,88,13,,,808,,EMS 2MODE CLKUP
COMPACT CARS,MERCEDES-BENZ,C280,2.8,6,Auto(L5),R,21,27,23,22.9,34.4,26.955,P,,,,,,88,13,,,914,,EMS 2MODE CLKUP
COMPACT CARS,MERCEDES-BENZ,C43,4.3,8,Auto(L5),R,17,22,19,19.3,28.7,22.6363,P,,,,,,88,13,,,1105,,EMS 2MODE CLKUP
COMPACT CARS,MERCEDES-BENZ,CL500,5.0,8,Auto(L5),R,15,22,18,16.8,28.2,20.5358,P,G,,,93,14,,,,,1168,,EMS 2MODE CLKUP
COMPACT CARS,MERCEDES-BENZ,CL600,6.0,12,Auto(L5),R,13,19,15,14.1,24.7,17.4747,P,G,,,93,14,,,,,1401,,EMS 2MODE CLKUP
COMPACT CARS,MITSUBISHI,MITSUBISHI GALANT,2.3,4,Auto(L4),F,22,28,24,24.0368,35.7072,28.1816,R,,,,,,96,12,,,782,SOHC,
COMPACT CARS,MITSUBISHI,MITSUBISHI GALANT,2.3,4,Manual(M5),F,23,30,25,25.2683,38.2788,29.831,R,,,,,,96,12,,,750,SOHC,
COMPACT CARS,NISSAN,ALTIMA,2.4,4,Auto(L4),F,22,30,25,24.8138,38.892,29.6423,R,,,,,,94,14,,,750,,CLKUP
COMPACT CARS,NISSAN,ALTIMA,2.4,4,Manual(M5),F,24,31,27,26.9,39.4,31.38,R,,,,,,94,14,,,694,,
COMPACT CARS,OLDSMOBILE,ACHIEVA,2.4,4,Auto(L4),F,22,32,26,24.5,41.5,30.0369,R,,,,87,14,88,14,,,722,,CLKUP
COMPACT CARS,OLDSMOBILE,ACHIEVA,2.4,4,Manual(M5),F,23,33,26,25.1,42.5,30.7687,R,,,,87,14,88,14,,,722,,SIL
COMPACT CARS,OLDSMOBILE,ACHIEVA,3.1,6,Auto(L4),F,20,29,24,22.6,37.8,27.593,R,,,,87,14,88,14,,,782,,CLKUP
COMPACT CARS,PLYMOUTH,NEON (PLYMOUTH),2.0,4,Auto(L3),F,24,33,27,26.2258,41.7589,31.4982,R,,,,91,11,90,11,,,694,,
COMPACT CARS,PLYMOUTH,NEON (PLYMOUTH),2.0,4,Manual(M5),F,29,41,33,32,52.6,38.8461,R,,,,91,11,90,11,,,568,,
COMPACT CARS,PONTIAC,GRAND AM,2.4,4,Auto(L4),F,22,32,26,24.5181,41.5001,30.0518,R,,,,88,13,89,13,,,722,,CLKUP
COMPACT CARS,PONTIAC,GRAND AM,2.4,4,Manual(M5),F,23,33,26,25.1,42.5,30.7687,R,,,,88,13,89,13,,,722,,SIL
COMPACT CARS,PONTIAC,GRAND AM,3.1,6,Auto(L4),F,20,29,23,22.2099,37.4617,27.1917,R,,,,88,13,89,13,,,816,,CLKUP
COMPACT CARS,SATURN,SL,1.9,4,Auto(L4),F,24,34,28,27.1548,43.2237,32.6102,R,,,,,,91,12,,,669,,CLKUP
COMPACT CARS,SATURN,SL,1.9,4,Auto(L4),F,27,37,31,29.9659,47.4712,35.9277,R,,,,,,91,12,,,606,,CLKUP
COMPACT CARS,SATURN,SL,1.9,4,Manual(M5),F,26,36,30,28.6986,46.0497,34.5582,R,,,,,,91,12,,,624,,SIL
COMPACT CARS,SATURN,SL,1.9,4,Manual(M5),F,28,39,32,31.1987,50.3379,37.6385,R,,,,,,91,12,,,585,,SIL
COMPACT CARS,SUBARU,LEGACY,2.2,4,Auto(L4),F,24,31,27,26.9,40.0998,31.5775,R,,,,,,92,13,,,694,,
COMPACT CARS,SUBARU,LEGACY AWD,2.2,4,Auto(L4),4,23,30,26,25.823,37.8344,30.127,R,,,,,,92,13,,,722,,
COMPACT CARS,SUBARU,LEGACY AWD,2.2,4,Manual(M5),4,23,30,25,25.0748,37.8826,29.5743,R,,,,,,92,13,,,750,,
COMPACT CARS,SUBARU,LEGACY AWD,2.5,4,Auto(L4),4,21,26,23,22.9259,33.0954,26.6047,R,,,,,,92,13,,,816,,
COMPACT CARS,SUBARU,LEGACY AWD,2.5,4,Manual(M5),4,21,27,23,23.4373,34.3452,27.3454,R,,,,,,92,13,,,816,,
